"date","location_long","location_short","gt_source","cum.death","inc.death"
2020-04-27,"Sint Maarten","SXM","ECDC",13,1
2020-04-27,"Slovakia","SVK","ECDC",18,1
2020-04-27,"Slovenia","SVN","ECDC",82,1
2020-04-27,"Somalia","SOM","ECDC",23,5
2020-04-27,"South Africa","ZAF","ECDC",87,1
2020-04-27,"South Korea","KOR","ECDC",243,1
2020-04-27,"South Sudan","SSD","ECDC",0,0
2020-04-27,"Spain","ESP","ECDC",23190,0
2020-04-27,"Sri Lanka","LKA","ECDC",7,0
2020-04-27,"Sudan","SDN","ECDC",21,4
2020-04-27,"Suriname","SUR","ECDC",1,0
2020-04-27,"Sweden","SWE","ECDC",2194,2
2020-04-27,"Switzerland","CHE","ECDC",1336,8
2020-04-27,"Syria","SYR","ECDC",3,0
2020-04-27,"Taiwan","TWN","ECDC",6,0
2020-04-27,"Thailand","THA","ECDC",51,0
2020-04-27,"Timor-Leste","TLS","ECDC",0,0
2020-04-27,"Togo","TGO","ECDC",6,0
2020-04-27,"Trinidad & Tobago","TTO","ECDC",8,0
2020-04-27,"Tunisia","TUN","ECDC",38,0
2020-04-27,"Turkey","TUR","ECDC",2805,99
2020-04-27,"Turks & Caicos Islands","TCA","ECDC",1,0
2020-04-27,"Uganda","UGA","ECDC",0,0
2020-04-27,"Ukraine","UKR","ECDC",220,11
2020-04-27,"United Arab Emirates","ARE","ECDC",76,12
2020-04-27,"United Kingdom","GBR","ECDC",24055,420
2020-04-27,"Tanzania","TZA","ECDC",10,0
2020-04-27,"United States","USA","ECDC",54876,1687
2020-04-27,"U.S. Virgin Islands","VIR","ECDC",3,0
2020-04-27,"Uruguay","URY","ECDC",15,1
2020-04-27,"Uzbekistan","UZB","ECDC",8,0
2020-04-27,"Venezuela","VEN","ECDC",10,0
2020-04-27,"Vietnam","VNM","ECDC",0,0
2020-04-27,"Western Sahara","ESH","ECDC",0,0
2020-04-27,"Yemen","YEM","ECDC",0,0
2020-04-27,"Zambia","ZMB","ECDC",3,0
2020-04-27,"Zimbabwe","ZWE","ECDC",4,0
2020-04-28,"Afghanistan","AFG","ECDC",57,0
2020-04-28,"Albania","ALB","ECDC",28,0
2020-04-28,"Algeria","DZA","ECDC",432,7
2020-04-28,"Andorra","AND","ECDC",40,0
2020-04-28,"Angola","AGO","ECDC",2,0
2020-04-28,"Anguilla","AIA","ECDC",0,0
2020-04-28,"Antigua & Barbuda","ATG","ECDC",3,0
2020-04-28,"Argentina","ARG","ECDC",197,11
2020-04-28,"Armenia","ARM","ECDC",30,1
2020-04-28,"Aruba","ABW","ECDC",2,0
2020-04-28,"Australia","AUS","ECDC",84,1
2020-04-28,"Austria","AUT","ECDC",549,7
2020-04-28,"Azerbaijan","AZE","ECDC",22,1
2020-04-28,"Bahamas","BHS","ECDC",11,0
2020-04-28,"Bahrain","BHR","ECDC",8,0
2020-04-28,"Bangladesh","BGD","ECDC",152,7
2020-04-28,"Barbados","BRB","ECDC",6,0
2020-04-28,"Belarus","BLR","ECDC",75,3
2020-04-28,"Belgium","BEL","ECDC",7207,113
2020-04-28,"Belize","BLZ","ECDC",2,0
2020-04-28,"Benin","BEN","ECDC",1,0
2020-04-28,"Bermuda","BMU","ECDC",6,1
2020-04-28,"Bhutan","BTN","ECDC",0,0
2020-04-28,"Bolivia","BOL","ECDC",53,3
2020-04-28,"Caribbean Netherlands","BES","ECDC",0,0
2020-04-28,"Bosnia & Herzegovina","BIH","ECDC",60,2
2020-04-28,"Botswana","BWA","ECDC",1,0
2020-04-28,"Brazil","BRA","ECDC",4543,338
2020-04-28,"British Virgin Islands","VGB","ECDC",1,0
2020-04-28,"Brunei","BRN","ECDC",1,0
2020-04-28,"Bulgaria","BGR","ECDC",58,2
2020-04-28,"Burkina Faso","BFA","ECDC",42,0
2020-04-28,"Burundi","BDI","ECDC",1,0
2020-04-28,"Cambodia","KHM","ECDC",0,0
2020-04-28,"Cameroon","CMR","ECDC",58,2
2020-04-28,"Canada","CAN","ECDC",2707,147
2020-04-28,"Cape Verde","CPV","ECDC",1,0
2020-04-28,"Cayman Islands","CYM","ECDC",1,0
2020-04-28,"Central African Republic","CAF","ECDC",0,0
2020-04-28,"Chad","TCD","ECDC",0,0
2020-04-28,"Chile","CHL","ECDC",198,9
2020-04-28,"China","CHN","ECDC",4637,0
2020-04-28,"Colombia","COL","ECDC",253,10
2020-04-28,"Congo - Brazzaville","COG","ECDC",8,0
2020-04-28,"Costa Rica","CRI","ECDC",6,0
2020-04-28,"Côte d’Ivoire","CIV","ECDC",14,0
2020-04-28,"Croatia","HRV","ECDC",59,4
2020-04-28,"Cuba","CUB","ECDC",56,2
2020-04-28,"Curaçao","CUW","ECDC",1,0
2020-04-28,"Cyprus","CYP","ECDC",15,1
2020-04-28,"Czechia","CZE","ECDC",223,2
2020-04-28,"Congo - Kinshasa","COD","ECDC",30,2
2020-04-28,"Denmark","DNK","ECDC",427,5
2020-04-28,"Djibouti","DJI","ECDC",2,0
2020-04-28,"Dominica","DMA","ECDC",0,0
2020-04-28,"Dominican Republic","DOM","ECDC",278,0
2020-04-28,"Ecuador","ECU","ECDC",663,87
2020-04-28,"Egypt","EGY","ECDC",337,30
2020-04-28,"El Salvador","SLV","ECDC",8,0
2020-04-28,"Equatorial Guinea","GNQ","ECDC",1,0
2020-04-28,"Eritrea","ERI","ECDC",0,0
2020-04-28,"Estonia","EST","ECDC",50,1
2020-04-28,"Swaziland","SWZ","ECDC",1,0
2020-04-28,"Ethiopia","ETH","ECDC",3,0
2020-04-28,"Falkland Islands","FLK","ECDC",0,0
2020-04-28,"Faroe Islands","FRO","ECDC",0,0
2020-04-28,"Fiji","FJI","ECDC",0,0
2020-04-28,"Finland","FIN","ECDC",193,3
2020-04-28,"France","FRA","ECDC",23293,437
2020-04-28,"French Polynesia","PYF","ECDC",0,0
2020-04-28,"Gabon","GAB","ECDC",3,0
2020-04-28,"Gambia","GMB","ECDC",1,0
2020-04-28,"Georgia","GEO","ECDC",6,0
2020-04-28,"Germany","DEU","ECDC",5913,163
2020-04-28,"Ghana","GHA","ECDC",11,0
2020-04-28,"Gibraltar","GIB","ECDC",0,0
2020-04-28,"Greece","GRC","ECDC",136,6
2020-04-28,"Greenland","GRL","ECDC",0,0
2020-04-28,"Grenada","GRD","ECDC",0,0
2020-04-28,"Guam","GUM","ECDC",5,0
2020-04-28,"Guatemala","GTM","ECDC",15,0
2020-04-28,"Guernsey","GGY","ECDC",13,0
2020-04-28,"Guinea","GIN","ECDC",7,0
2020-04-28,"Guinea-Bissau","GNB","ECDC",1,0
2020-04-28,"Guyana","GUY","ECDC",8,0
2020-04-28,"Haiti","HTI","ECDC",6,0
2020-04-28,"Vatican City","VAT","ECDC",0,0
2020-04-28,"Honduras","HND","ECDC",61,0
2020-04-28,"Hungary","HUN","ECDC",291,11
2020-04-28,"Iceland","ISL","ECDC",10,0
2020-04-28,"India","IND","ECDC",934,62
2020-04-28,"Indonesia","IDN","ECDC",765,22
2020-04-28,"Iran","IRN","ECDC",5806,96
2020-04-28,"Iraq","IRQ","ECDC",88,1
2020-04-28,"Ireland","IRL","ECDC",1102,15
2020-04-28,"Isle of Man","IMN","ECDC",18,0
2020-04-28,"Israel","ISR","ECDC",202,3
2020-04-28,"Italy","ITA","ECDC",26977,333
2020-04-28,"Jamaica","JAM","ECDC",7,0
2020-04-28,"Japan","JPN","ECDC",383,25
2020-04-28,"Jersey","JEY","ECDC",19,0
2020-04-28,"Jordan","JOR","ECDC",7,0
2020-04-28,"Kazakhstan","KAZ","ECDC",25,0
2020-04-28,"Kenya","KEN","ECDC",14,0
2020-04-28,"Kosovo","KSV","ECDC",22,1
2020-04-28,"Kuwait","KWT","ECDC",22,2
2020-04-28,"Kyrgyzstan","KGZ","ECDC",8,0
2020-04-28,"Laos","LAO","ECDC",0,0
2020-04-28,"Latvia","LVA","ECDC",13,1
2020-04-28,"Lebanon","LBN","ECDC",24,0
2020-04-28,"Liberia","LBR","ECDC",16,4
2020-04-28,"Libya","LBY","ECDC",2,0
2020-04-28,"Liechtenstein","LIE","ECDC",1,0
2020-04-28,"Lithuania","LTU","ECDC",41,0
2020-04-28,"Luxembourg","LUX","ECDC",88,0
2020-04-28,"Madagascar","MDG","ECDC",0,0
2020-04-28,"Malawi","MWI","ECDC",3,0
2020-04-28,"Malaysia","MYS","ECDC",99,1
2020-04-28,"Maldives","MDV","ECDC",0,0
2020-04-28,"Mali","MLI","ECDC",23,0
2020-04-28,"Malta","MLT","ECDC",4,0
2020-04-28,"Mauritania","MRT","ECDC",1,0
2020-04-28,"Mauritius","MUS","ECDC",10,1
2020-04-28,"Mexico","MEX","ECDC",1434,83
2020-04-28,"Moldova","MDA","ECDC",102,6
2020-04-28,"Monaco","MCO","ECDC",4,0
2020-04-28,"Mongolia","MNG","ECDC",0,0
2020-04-28,"Montenegro","MNE","ECDC",7,0
2020-04-28,"Montserrat","MSR","ECDC",1,0
2020-04-28,"Morocco","MAR","ECDC",162,1
2020-04-28,"Mozambique","MOZ","ECDC",0,0
2020-04-28,"Myanmar (Burma)","MMR","ECDC",5,0
2020-04-28,"Namibia","NAM","ECDC",0,0
2020-04-28,"Nepal","NPL","ECDC",0,0
2020-04-28,"Netherlands","NLD","ECDC",4518,43
2020-04-28,"New Caledonia","NCL","ECDC",0,0
2020-04-28,"New Zealand","NZL","ECDC",19,0
2020-04-28,"Nicaragua","NIC","ECDC",3,0
2020-04-28,"Niger","NER","ECDC",29,0
2020-04-28,"Nigeria","NGA","ECDC",40,0
2020-04-28,"Macedonia","MKD","ECDC",65,4
2020-04-28,"Northern Mariana Islands","MNP","ECDC",2,0
2020-04-28,"Norway","NOR","ECDC",193,0
2020-04-28,"Oman","OMN","ECDC",10,0
2020-04-28,"Pakistan","PAK","ECDC",301,20
2020-04-28,"Palestinian Territories","PSE","ECDC",2,0
2020-04-28,"Panama","PAN","ECDC",167,2
2020-04-28,"Papua New Guinea","PNG","ECDC",0,0
2020-04-28,"Paraguay","PRY","ECDC",9,0
2020-04-28,"Peru","PER","ECDC",782,54
2020-04-28,"Philippines","PHL","ECDC",511,10
2020-04-28,"Poland","POL","ECDC",562,27
2020-04-28,"Portugal","PRT","ECDC",948,20
2020-04-28,"Puerto Rico","PRI","ECDC",84,0
2020-04-28,"Qatar","QAT","ECDC",10,0
2020-04-28,"Romania","ROU","ECDC",631,23
2020-04-28,"Russia","RUS","ECDC",795,48
2020-04-28,"Rwanda","RWA","ECDC",0,0
2020-04-28,"St. Kitts & Nevis","KNA","ECDC",0,0
2020-04-28,"St. Lucia","LCA","ECDC",0,0
2020-04-28,"St. Vincent & Grenadines","VCT","ECDC",0,0
2020-04-28,"San Marino","SMR","ECDC",41,0
2020-04-28,"São Tomé & Príncipe","STP","ECDC",0,0
2020-04-28,"Saudi Arabia","SAU","ECDC",144,5
2020-04-28,"Senegal","SEN","ECDC",9,0
2020-04-28,"Serbia","SRB","ECDC",162,6
2020-04-28,"Seychelles","SYC","ECDC",0,0
2020-04-28,"Sierra Leone","SLE","ECDC",4,0
2020-04-28,"Singapore","SGP","ECDC",14,2
2020-04-28,"Sint Maarten","SXM","ECDC",13,0
2020-04-28,"Slovakia","SVK","ECDC",18,0
2020-04-28,"Slovenia","SVN","ECDC",83,1
2020-04-28,"Somalia","SOM","ECDC",26,3
2020-04-28,"South Africa","ZAF","ECDC",90,3
2020-04-28,"South Korea","KOR","ECDC",244,1
2020-04-28,"South Sudan","SSD","ECDC",0,0
2020-04-28,"Spain","ESP","ECDC",23822,632
2020-04-28,"Sri Lanka","LKA","ECDC",7,0
2020-04-28,"Sudan","SDN","ECDC",22,1
2020-04-28,"Suriname","SUR","ECDC",1,0
2020-04-28,"Sweden","SWE","ECDC",2274,80
2020-04-28,"Switzerland","CHE","ECDC",1352,16
2020-04-28,"Syria","SYR","ECDC",3,0
2020-04-28,"Taiwan","TWN","ECDC",6,0
2020-04-28,"Thailand","THA","ECDC",54,3
2020-04-28,"Timor-Leste","TLS","ECDC",0,0
2020-04-28,"Togo","TGO","ECDC",6,0
2020-04-28,"Trinidad & Tobago","TTO","ECDC",8,0
2020-04-28,"Tunisia","TUN","ECDC",39,1
2020-04-28,"Turkey","TUR","ECDC",2900,95
2020-04-28,"Turks & Caicos Islands","TCA","ECDC",1,0
2020-04-28,"Uganda","UGA","ECDC",0,0
2020-04-28,"Ukraine","UKR","ECDC",220,0
2020-04-28,"United Arab Emirates","ARE","ECDC",82,6
2020-04-28,"United Kingdom","GBR","ECDC",24393,338
2020-04-28,"Tanzania","TZA","ECDC",10,0
2020-04-28,"United States","USA","ECDC",56245,1369
2020-04-28,"U.S. Virgin Islands","VIR","ECDC",4,1
2020-04-28,"Uruguay","URY","ECDC",15,0
2020-04-28,"Uzbekistan","UZB","ECDC",8,0
2020-04-28,"Venezuela","VEN","ECDC",10,0
2020-04-28,"Vietnam","VNM","ECDC",0,0
2020-04-28,"Western Sahara","ESH","ECDC",0,0
2020-04-28,"Yemen","YEM","ECDC",0,0
2020-04-28,"Zambia","ZMB","ECDC",3,0
2020-04-28,"Zimbabwe","ZWE","ECDC",4,0
2020-04-29,"Afghanistan","AFG","ECDC",60,3
2020-04-29,"Albania","ALB","ECDC",30,2
2020-04-29,"Algeria","DZA","ECDC",437,5
2020-04-29,"Andorra","AND","ECDC",41,1
2020-04-29,"Angola","AGO","ECDC",2,0
2020-04-29,"Anguilla","AIA","ECDC",0,0
2020-04-29,"Antigua & Barbuda","ATG","ECDC",3,0
2020-04-29,"Argentina","ARG","ECDC",207,10
2020-04-29,"Armenia","ARM","ECDC",30,0
2020-04-29,"Aruba","ABW","ECDC",2,0
2020-04-29,"Australia","AUS","ECDC",88,4
2020-04-29,"Austria","AUT","ECDC",569,20
2020-04-29,"Azerbaijan","AZE","ECDC",22,0
2020-04-29,"Bahamas","BHS","ECDC",11,0
2020-04-29,"Bahrain","BHR","ECDC",8,0
2020-04-29,"Bangladesh","BGD","ECDC",155,3
2020-04-29,"Barbados","BRB","ECDC",6,0
2020-04-29,"Belarus","BLR","ECDC",79,4
2020-04-29,"Belgium","BEL","ECDC",7331,124
2020-04-29,"Belize","BLZ","ECDC",2,0
2020-04-29,"Benin","BEN","ECDC",1,0
2020-04-29,"Bermuda","BMU","ECDC",6,0
2020-04-29,"Bhutan","BTN","ECDC",0,0
2020-04-29,"Bolivia","BOL","ECDC",55,2
2020-04-29,"Caribbean Netherlands","BES","ECDC",0,0
2020-04-29,"Bosnia & Herzegovina","BIH","ECDC",62,2
2020-04-29,"Botswana","BWA","ECDC",1,0
2020-04-29,"Brazil","BRA","ECDC",5017,474
2020-04-29,"British Virgin Islands","VGB","ECDC",1,0
2020-04-29,"Brunei","BRN","ECDC",1,0
2020-04-29,"Bulgaria","BGR","ECDC",58,0
2020-04-29,"Burkina Faso","BFA","ECDC",42,0
2020-04-29,"Burundi","BDI","ECDC",1,0
2020-04-29,"Cambodia","KHM","ECDC",0,0
2020-04-29,"Cameroon","CMR","ECDC",59,1
2020-04-29,"Canada","CAN","ECDC",2859,152
2020-04-29,"Cape Verde","CPV","ECDC",1,0
2020-04-29,"Cayman Islands","CYM","ECDC",1,0
2020-04-29,"Central African Republic","CAF","ECDC",0,0
2020-04-29,"Chad","TCD","ECDC",2,2
2020-04-29,"Chile","CHL","ECDC",207,9
2020-04-29,"China","CHN","ECDC",4637,0
2020-04-29,"Colombia","COL","ECDC",269,16
2020-04-29,"Congo - Brazzaville","COG","ECDC",8,0
2020-04-29,"Costa Rica","CRI","ECDC",6,0
2020-04-29,"Côte d’Ivoire","CIV","ECDC",14,0
2020-04-29,"Croatia","HRV","ECDC",63,4
2020-04-29,"Cuba","CUB","ECDC",58,2
2020-04-29,"Curaçao","CUW","ECDC",1,0
2020-04-29,"Cyprus","CYP","ECDC",15,0
2020-04-29,"Czechia","CZE","ECDC",227,4
2020-04-29,"Congo - Kinshasa","COD","ECDC",30,0
2020-04-29,"Denmark","DNK","ECDC",434,7
2020-04-29,"Djibouti","DJI","ECDC",2,0
2020-04-29,"Dominica","DMA","ECDC",0,0
2020-04-29,"Dominican Republic","DOM","ECDC",286,8
2020-04-29,"Ecuador","ECU","ECDC",871,208
2020-04-29,"Egypt","EGY","ECDC",359,22
2020-04-29,"El Salvador","SLV","ECDC",9,1
2020-04-29,"Equatorial Guinea","GNQ","ECDC",1,0
2020-04-29,"Eritrea","ERI","ECDC",0,0
2020-04-29,"Estonia","EST","ECDC",50,0
2020-04-29,"Swaziland","SWZ","ECDC",1,0
2020-04-29,"Ethiopia","ETH","ECDC",3,0
2020-04-29,"Falkland Islands","FLK","ECDC",0,0
2020-04-29,"Faroe Islands","FRO","ECDC",0,0
2020-04-29,"Fiji","FJI","ECDC",0,0
2020-04-29,"Finland","FIN","ECDC",199,6
2020-04-29,"France","FRA","ECDC",23660,367
2020-04-29,"French Polynesia","PYF","ECDC",0,0
2020-04-29,"Gabon","GAB","ECDC",3,0
2020-04-29,"Gambia","GMB","ECDC",1,0
2020-04-29,"Georgia","GEO","ECDC",6,0
2020-04-29,"Germany","DEU","ECDC",6115,202
2020-04-29,"Ghana","GHA","ECDC",16,5
2020-04-29,"Gibraltar","GIB","ECDC",0,0
2020-04-29,"Greece","GRC","ECDC",136,0
2020-04-29,"Greenland","GRL","ECDC",0,0
2020-04-29,"Grenada","GRD","ECDC",0,0
2020-04-29,"Guam","GUM","ECDC",5,0
2020-04-29,"Guatemala","GTM","ECDC",16,1
2020-04-29,"Guernsey","GGY","ECDC",13,0
2020-04-29,"Guinea","GIN","ECDC",7,0
2020-04-29,"Guinea-Bissau","GNB","ECDC",1,0
2020-04-29,"Guyana","GUY","ECDC",8,0
2020-04-29,"Haiti","HTI","ECDC",6,0
2020-04-29,"Vatican City","VAT","ECDC",0,0
2020-04-29,"Honduras","HND","ECDC",66,5
2020-04-29,"Hungary","HUN","ECDC",300,9
2020-04-29,"Iceland","ISL","ECDC",10,0
2020-04-29,"India","IND","ECDC",1007,73
2020-04-29,"Indonesia","IDN","ECDC",773,8
2020-04-29,"Iran","IRN","ECDC",5877,71
2020-04-29,"Iraq","IRQ","ECDC",88,0
2020-04-29,"Ireland","IRL","ECDC",1159,57
2020-04-29,"Isle of Man","IMN","ECDC",21,3
2020-04-29,"Israel","ISR","ECDC",208,6
2020-04-29,"Italy","ITA","ECDC",27359,382
2020-04-29,"Jamaica","JAM","ECDC",7,0
2020-04-29,"Japan","JPN","ECDC",396,13
2020-04-29,"Jersey","JEY","ECDC",20,1
2020-04-29,"Jordan","JOR","ECDC",8,1
2020-04-29,"Kazakhstan","KAZ","ECDC",25,0
2020-04-29,"Kenya","KEN","ECDC",14,0
2020-04-29,"Kosovo","KSV","ECDC",22,0
2020-04-29,"Kuwait","KWT","ECDC",23,1
2020-04-29,"Kyrgyzstan","KGZ","ECDC",8,0
2020-04-29,"Laos","LAO","ECDC",0,0
2020-04-29,"Latvia","LVA","ECDC",13,0
2020-04-29,"Lebanon","LBN","ECDC",24,0
2020-04-29,"Liberia","LBR","ECDC",16,0
2020-04-29,"Libya","LBY","ECDC",2,0
2020-04-29,"Liechtenstein","LIE","ECDC",1,0
2020-04-29,"Lithuania","LTU","ECDC",44,3
2020-04-29,"Luxembourg","LUX","ECDC",89,1
2020-04-29,"Madagascar","MDG","ECDC",0,0
2020-04-29,"Malawi","MWI","ECDC",3,0
2020-04-29,"Malaysia","MYS","ECDC",100,1
2020-04-29,"Maldives","MDV","ECDC",0,0
2020-04-29,"Mali","MLI","ECDC",24,1
2020-04-29,"Malta","MLT","ECDC",4,0
2020-04-29,"Mauritania","MRT","ECDC",1,0
2020-04-29,"Mauritius","MUS","ECDC",10,0
2020-04-29,"Mexico","MEX","ECDC",1569,135
2020-04-29,"Moldova","MDA","ECDC",107,5
2020-04-29,"Monaco","MCO","ECDC",4,0
2020-04-29,"Mongolia","MNG","ECDC",0,0
2020-04-29,"Montenegro","MNE","ECDC",7,0
2020-04-29,"Montserrat","MSR","ECDC",1,0
2020-04-29,"Morocco","MAR","ECDC",165,3
2020-04-29,"Mozambique","MOZ","ECDC",0,0
2020-04-29,"Myanmar (Burma)","MMR","ECDC",5,0
2020-04-29,"Namibia","NAM","ECDC",0,0
2020-04-29,"Nepal","NPL","ECDC",0,0
2020-04-29,"Netherlands","NLD","ECDC",4566,48
2020-04-29,"New Caledonia","NCL","ECDC",0,0
2020-04-29,"New Zealand","NZL","ECDC",19,0
2020-04-29,"Nicaragua","NIC","ECDC",3,0
2020-04-29,"Niger","NER","ECDC",31,2
2020-04-29,"Nigeria","NGA","ECDC",44,4
2020-04-29,"Macedonia","MKD","ECDC",71,6
2020-04-29,"Northern Mariana Islands","MNP","ECDC",2,0
2020-04-29,"Norway","NOR","ECDC",195,2
2020-04-29,"Oman","OMN","ECDC",10,0
2020-04-29,"Pakistan","PAK","ECDC",327,26
2020-04-29,"Palestinian Territories","PSE","ECDC",2,0
2020-04-29,"Panama","PAN","ECDC",176,9
2020-04-29,"Papua New Guinea","PNG","ECDC",0,0
2020-04-29,"Paraguay","PRY","ECDC",9,0
2020-04-29,"Peru","PER","ECDC",854,72
2020-04-29,"Philippines","PHL","ECDC",530,19
2020-04-29,"Poland","POL","ECDC",596,34
2020-04-29,"Portugal","PRT","ECDC",973,25
2020-04-29,"Puerto Rico","PRI","ECDC",86,2
2020-04-29,"Qatar","QAT","ECDC",10,0
2020-04-29,"Romania","ROU","ECDC",650,19
2020-04-29,"Russia","RUS","ECDC",867,72
2020-04-29,"Rwanda","RWA","ECDC",0,0
2020-04-29,"St. Kitts & Nevis","KNA","ECDC",0,0
2020-04-29,"St. Lucia","LCA","ECDC",0,0
2020-04-29,"St. Vincent & Grenadines","VCT","ECDC",0,0
2020-04-29,"San Marino","SMR","ECDC",41,0
2020-04-29,"São Tomé & Príncipe","STP","ECDC",0,0
2020-04-29,"Saudi Arabia","SAU","ECDC",152,8
2020-04-29,"Senegal","SEN","ECDC",9,0
2020-04-29,"Serbia","SRB","ECDC",168,6
2020-04-29,"Seychelles","SYC","ECDC",0,0
2020-04-29,"Sierra Leone","SLE","ECDC",4,0
2020-04-29,"Singapore","SGP","ECDC",14,0
2020-04-29,"Sint Maarten","SXM","ECDC",13,0
2020-04-29,"Slovakia","SVK","ECDC",20,2
2020-04-29,"Slovenia","SVN","ECDC",86,3
2020-04-29,"Somalia","SOM","ECDC",28,2
2020-04-29,"South Africa","ZAF","ECDC",93,3
2020-04-29,"South Korea","KOR","ECDC",246,2
2020-04-29,"South Sudan","SSD","ECDC",0,0
2020-04-29,"Spain","ESP","ECDC",24275,453
2020-04-29,"Sri Lanka","LKA","ECDC",7,0
2020-04-29,"Sudan","SDN","ECDC",25,3
2020-04-29,"Suriname","SUR","ECDC",1,0
2020-04-29,"Sweden","SWE","ECDC",2355,81
2020-04-29,"Switzerland","CHE","ECDC",1379,27
2020-04-29,"Syria","SYR","ECDC",3,0
2020-04-29,"Taiwan","TWN","ECDC",6,0
2020-04-29,"Thailand","THA","ECDC",54,0
2020-04-29,"Timor-Leste","TLS","ECDC",0,0
2020-04-29,"Togo","TGO","ECDC",6,0
2020-04-29,"Trinidad & Tobago","TTO","ECDC",8,0
2020-04-29,"Tunisia","TUN","ECDC",40,1
2020-04-29,"Turkey","TUR","ECDC",2992,92
2020-04-29,"Turks & Caicos Islands","TCA","ECDC",1,0
2020-04-29,"Uganda","UGA","ECDC",0,0
2020-04-29,"Ukraine","UKR","ECDC",239,19
2020-04-29,"United Arab Emirates","ARE","ECDC",89,7
2020-04-29,"United Kingdom","GBR","ECDC",25302,909
2020-04-29,"Tanzania","TZA","ECDC",10,0
2020-04-29,"United States","USA","ECDC",58355,2110
2020-04-29,"U.S. Virgin Islands","VIR","ECDC",4,0
2020-04-29,"Uruguay","URY","ECDC",15,0
2020-04-29,"Uzbekistan","UZB","ECDC",8,0
2020-04-29,"Venezuela","VEN","ECDC",10,0
2020-04-29,"Vietnam","VNM","ECDC",0,0
2020-04-29,"Western Sahara","ESH","ECDC",0,0
2020-04-29,"Yemen","YEM","ECDC",0,0
2020-04-29,"Zambia","ZMB","ECDC",3,0
2020-04-29,"Zimbabwe","ZWE","ECDC",4,0
2020-04-30,"Afghanistan","AFG","ECDC",60,0
2020-04-30,"Albania","ALB","ECDC",31,1
2020-04-30,"Algeria","DZA","ECDC",444,7
2020-04-30,"Andorra","AND","ECDC",42,1
2020-04-30,"Angola","AGO","ECDC",2,0
2020-04-30,"Anguilla","AIA","ECDC",0,0
2020-04-30,"Antigua & Barbuda","ATG","ECDC",3,0
2020-04-30,"Argentina","ARG","ECDC",214,7
2020-04-30,"Armenia","ARM","ECDC",30,0
2020-04-30,"Aruba","ABW","ECDC",2,0
2020-04-30,"Australia","AUS","ECDC",90,2
2020-04-30,"Austria","AUT","ECDC",580,11
2020-04-30,"Azerbaijan","AZE","ECDC",23,1
2020-04-30,"Bahamas","BHS","ECDC",11,0
2020-04-30,"Bahrain","BHR","ECDC",8,0
2020-04-30,"Bangladesh","BGD","ECDC",163,8
2020-04-30,"Barbados","BRB","ECDC",7,1
2020-04-30,"Belarus","BLR","ECDC",84,5
2020-04-30,"Belgium","BEL","ECDC",7501,170
2020-04-30,"Belize","BLZ","ECDC",2,0
2020-04-30,"Benin","BEN","ECDC",2,1
2020-04-30,"Bermuda","BMU","ECDC",6,0
2020-04-30,"Bhutan","BTN","ECDC",0,0
2020-04-30,"Bolivia","BOL","ECDC",59,4
2020-04-30,"Caribbean Netherlands","BES","ECDC",0,0
2020-04-30,"Bosnia & Herzegovina","BIH","ECDC",62,0
2020-04-30,"Botswana","BWA","ECDC",1,0
2020-04-30,"Brazil","BRA","ECDC",5466,449
2020-04-30,"British Virgin Islands","VGB","ECDC",1,0
2020-04-30,"Brunei","BRN","ECDC",1,0
2020-04-30,"Bulgaria","BGR","ECDC",64,6
2020-04-30,"Burkina Faso","BFA","ECDC",43,1
2020-04-30,"Burundi","BDI","ECDC",1,0
2020-04-30,"Cambodia","KHM","ECDC",0,0
2020-04-30,"Cameroon","CMR","ECDC",61,2
2020-04-30,"Canada","CAN","ECDC",2996,137
2020-04-30,"Cape Verde","CPV","ECDC",1,0
2020-04-30,"Cayman Islands","CYM","ECDC",1,0
2020-04-30,"Central African Republic","CAF","ECDC",0,0
2020-04-30,"Chad","TCD","ECDC",2,0
2020-04-30,"Chile","CHL","ECDC",216,9
2020-04-30,"China","CHN","ECDC",4637,0
2020-04-30,"Colombia","COL","ECDC",278,9
2020-04-30,"Congo - Brazzaville","COG","ECDC",9,1
2020-04-30,"Costa Rica","CRI","ECDC",6,0
2020-04-30,"Côte d’Ivoire","CIV","ECDC",14,0
2020-04-30,"Croatia","HRV","ECDC",67,4
2020-04-30,"Cuba","CUB","ECDC",58,0
2020-04-30,"Curaçao","CUW","ECDC",1,0
2020-04-30,"Cyprus","CYP","ECDC",15,0
2020-04-30,"Czechia","CZE","ECDC",227,0
2020-04-30,"Congo - Kinshasa","COD","ECDC",31,1
2020-04-30,"Denmark","DNK","ECDC",443,9
2020-04-30,"Djibouti","DJI","ECDC",2,0
2020-04-30,"Dominica","DMA","ECDC",0,0
2020-04-30,"Dominican Republic","DOM","ECDC",293,7
2020-04-30,"Ecuador","ECU","ECDC",883,12
2020-04-30,"Egypt","EGY","ECDC",380,21
2020-04-30,"El Salvador","SLV","ECDC",9,0
2020-04-30,"Equatorial Guinea","GNQ","ECDC",1,0
2020-04-30,"Eritrea","ERI","ECDC",0,0
2020-04-30,"Estonia","EST","ECDC",50,0
2020-04-30,"Swaziland","SWZ","ECDC",1,0
2020-04-30,"Ethiopia","ETH","ECDC",3,0
2020-04-30,"Falkland Islands","FLK","ECDC",0,0
