"date","location_long","location_short","gt_source","cum.death","inc.death"
2020-03-25,"Iran","IRN","JHU",2077,143
2020-03-25,"Iraq","IRQ","JHU",29,2
2020-03-25,"Ireland","IRL","JHU",9,2
2020-03-25,"Israel","ISR","JHU",5,2
2020-03-25,"Italy","ITA","JHU",7503,683
2020-03-25,"Jamaica","JAM","JHU",1,0
2020-03-25,"Japan","JPN","JHU",45,2
2020-03-25,"Jordan","JOR","JHU",0,0
2020-03-25,"Kazakhstan","KAZ","JHU",0,0
2020-03-25,"Kenya","KEN","JHU",0,0
2020-03-25,"Kosovo","KSV","JHU",0,0
2020-03-25,"Kuwait","KWT","JHU",0,0
2020-03-25,"Kyrgyzstan","KGZ","JHU",0,0
2020-03-25,"Laos","LAO","JHU",0,0
2020-03-25,"Latvia","LVA","JHU",0,0
2020-03-25,"Lebanon","LBN","JHU",6,2
2020-03-25,"Lesotho","LSO","JHU",0,0
2020-03-25,"Liberia","LBR","JHU",0,0
2020-03-25,"Libya","LBY","JHU",0,0
2020-03-25,"Liechtenstein","LIE","JHU",0,0
2020-03-25,"Lithuania","LTU","JHU",4,2
2020-03-25,"Luxembourg","LUX","JHU",8,0
2020-03-25,"Macedonia","MKD","JHU",3,1
2020-03-25,"Madagascar","MDG","JHU",0,0
2020-03-25,"Malawi","MWI","JHU",0,0
2020-03-25,"Malaysia","MYS","JHU",20,4
2020-03-25,"Maldives","MDV","JHU",0,0
2020-03-25,"Mali","MLI","JHU",0,0
2020-03-25,"Malta","MLT","JHU",0,0
2020-03-25,"Mauritania","MRT","JHU",0,0
2020-03-25,"Mauritius","MUS","JHU",2,0
2020-03-25,"Mexico","MEX","JHU",6,1
2020-03-25,"Moldova","MDA","JHU",1,0
2020-03-25,"Monaco","MCO","JHU",0,0
2020-03-25,"Mongolia","MNG","JHU",0,0
2020-03-25,"Montenegro","MNE","JHU",1,0
2020-03-25,"Morocco","MAR","JHU",6,1
2020-03-25,"Mozambique","MOZ","JHU",0,0
2020-03-25,"MS Zaandam","MS Zaandam","JHU",0,0
2020-03-25,"Myanmar (Burma)","MMR","JHU",0,0
2020-03-25,"Namibia","NAM","JHU",0,0
2020-03-25,"Nepal","NPL","JHU",0,0
2020-03-25,"Netherlands","NLD","JHU",357,80
2020-03-25,"New Zealand","NZL","JHU",0,0
2020-03-25,"Nicaragua","NIC","JHU",0,0
2020-03-25,"Niger","NER","JHU",1,1
2020-03-25,"Nigeria","NGA","JHU",1,0
2020-03-25,"Norway","NOR","JHU",14,2
2020-03-25,"Oman","OMN","JHU",0,0
2020-03-25,"Pakistan","PAK","JHU",8,1
2020-03-25,"Palestinian Territories","PSE","JHU",0,0
2020-03-25,"Panama","PAN","JHU",8,2
2020-03-25,"Papua New Guinea","PNG","JHU",0,0
2020-03-25,"Paraguay","PRY","JHU",3,1
2020-03-25,"Peru","PER","JHU",9,2
2020-03-25,"Philippines","PHL","JHU",38,3
2020-03-25,"Poland","POL","JHU",14,4
2020-03-25,"Portugal","PRT","JHU",43,10
2020-03-25,"Qatar","QAT","JHU",0,0
2020-03-25,"Romania","ROU","JHU",17,6
2020-03-25,"Russia","RUS","JHU",3,2
2020-03-25,"Rwanda","RWA","JHU",0,0
2020-03-25,"San Marino","SMR","JHU",21,0
2020-03-25,"São Tomé & Príncipe","STP","JHU",0,0
2020-03-25,"Saudi Arabia","SAU","JHU",2,1
2020-03-25,"Senegal","SEN","JHU",0,0
2020-03-25,"Serbia","SRB","JHU",4,1
2020-03-25,"Seychelles","SYC","JHU",0,0
2020-03-25,"Sierra Leone","SLE","JHU",0,0
2020-03-25,"Singapore","SGP","JHU",2,0
2020-03-25,"Slovakia","SVK","JHU",0,0
2020-03-25,"Slovenia","SVN","JHU",5,1
2020-03-25,"Somalia","SOM","JHU",0,0
2020-03-25,"South Africa","ZAF","JHU",0,0
2020-03-25,"South Korea","KOR","JHU",126,6
2020-03-25,"South Sudan","SSD","JHU",0,0
2020-03-25,"Spain","ESP","JHU",3647,839
2020-03-25,"Sri Lanka","LKA","JHU",0,0
2020-03-25,"St. Kitts & Nevis","KNA","JHU",0,0
2020-03-25,"St. Lucia","LCA","JHU",0,0
2020-03-25,"St. Vincent & Grenadines","VCT","JHU",0,0
2020-03-25,"Sudan","SDN","JHU",1,0
2020-03-25,"Suriname","SUR","JHU",0,0
2020-03-25,"Swaziland","SWZ","JHU",0,0
2020-03-25,"Sweden","SWE","JHU",62,26
2020-03-25,"Switzerland","CHE","JHU",153,31
2020-03-25,"Syria","SYR","JHU",0,0
2020-03-25,"Taiwan","TWN","JHU",2,0
2020-03-25,"Tajikistan","TJK","JHU",0,0
2020-03-25,"Tanzania","TZA","JHU",0,0
2020-03-25,"Thailand","THA","JHU",4,0
2020-03-25,"Timor-Leste","TLS","JHU",0,0
2020-03-25,"Togo","TGO","JHU",0,0
2020-03-25,"Trinidad & Tobago","TTO","JHU",1,1
2020-03-25,"Tunisia","TUN","JHU",5,1
2020-03-25,"Turkey","TUR","JHU",59,15
2020-03-25,"Uganda","UGA","JHU",0,0
2020-03-25,"Ukraine","UKR","JHU",5,2
2020-03-25,"United Arab Emirates","ARE","JHU",2,0
2020-03-25,"United Kingdom","GBR","JHU",695,186
2020-03-25,"United States","USA","JHU",1316,308
2020-03-25,"Uruguay","URY","JHU",0,0
2020-03-25,"Uzbekistan","UZB","JHU",0,0
2020-03-25,"Vatican City","VAT","JHU",0,0
2020-03-25,"Venezuela","VEN","JHU",0,0
2020-03-25,"Vietnam","VNM","JHU",0,0
2020-03-25,"Western Sahara","ESH","JHU",0,0
2020-03-25,"Yemen","YEM","JHU",0,0
2020-03-25,"Zambia","ZMB","JHU",0,0
2020-03-25,"Zimbabwe","ZWE","JHU",1,0
2020-03-26,"Afghanistan","AFG","JHU",4,2
2020-03-26,"Albania","ALB","JHU",6,1
2020-03-26,"Algeria","DZA","JHU",25,4
2020-03-26,"Andorra","AND","JHU",3,2
2020-03-26,"Angola","AGO","JHU",0,0
2020-03-26,"Antigua & Barbuda","ATG","JHU",0,0
2020-03-26,"Argentina","ARG","JHU",9,1
2020-03-26,"Armenia","ARM","JHU",1,1
2020-03-26,"Australia","AUS","JHU",13,5
2020-03-26,"Austria","AUT","JHU",49,19
2020-03-26,"Azerbaijan","AZE","JHU",3,1
2020-03-26,"Bahamas","BHS","JHU",0,0
2020-03-26,"Bahrain","BHR","JHU",4,0
2020-03-26,"Bangladesh","BGD","JHU",5,0
2020-03-26,"Barbados","BRB","JHU",0,0
2020-03-26,"Belarus","BLR","JHU",0,0
2020-03-26,"Belgium","BEL","JHU",220,42
2020-03-26,"Belize","BLZ","JHU",0,0
2020-03-26,"Benin","BEN","JHU",0,0
2020-03-26,"Bhutan","BTN","JHU",0,0
2020-03-26,"Bolivia","BOL","JHU",0,0
2020-03-26,"Bosnia & Herzegovina","BIH","JHU",3,0
2020-03-26,"Botswana","BWA","JHU",0,0
2020-03-26,"Brazil","BRA","JHU",77,18
2020-03-26,"Brunei","BRN","JHU",0,0
2020-03-26,"Bulgaria","BGR","JHU",3,0
2020-03-26,"Burkina Faso","BFA","JHU",7,3
2020-03-26,"Burundi","BDI","JHU",0,0
2020-03-26,"Cambodia","KHM","JHU",0,0
2020-03-26,"Cameroon","CMR","JHU",1,0
2020-03-26,"Canada","CAN","JHU",38,8
2020-03-26,"Cape Verde","CPV","JHU",1,0
2020-03-26,"Central African Republic","CAF","JHU",0,0
2020-03-26,"Chad","TCD","JHU",0,0
2020-03-26,"Chile","CHL","JHU",4,1
2020-03-26,"China","CHN","JHU",3291,6
2020-03-26,"Colombia","COL","JHU",6,2
2020-03-26,"Comoros","COM","JHU",0,0
2020-03-26,"Congo - Brazzaville","COG","JHU",0,0
2020-03-26,"Congo - Kinshasa","COD","JHU",3,1
2020-03-26,"Costa Rica","CRI","JHU",2,0
2020-03-26,"Côte d’Ivoire","CIV","JHU",0,0
2020-03-26,"Croatia","HRV","JHU",3,2
2020-03-26,"Cuba","CUB","JHU",2,1
2020-03-26,"Cyprus","CYP","JHU",3,0
2020-03-26,"Czechia","CZE","JHU",9,3
2020-03-26,"Denmark","DNK","JHU",41,7
2020-03-26,"Diamond Princess","Diamond Princess","JHU",10,0
2020-03-26,"Djibouti","DJI","JHU",0,0
2020-03-26,"Dominica","DMA","JHU",0,0
2020-03-26,"Dominican Republic","DOM","JHU",10,0
2020-03-26,"Ecuador","ECU","JHU",34,6
2020-03-26,"Egypt","EGY","JHU",24,3
2020-03-26,"El Salvador","SLV","JHU",0,0
2020-03-26,"Equatorial Guinea","GNQ","JHU",0,0
2020-03-26,"Eritrea","ERI","JHU",0,0
2020-03-26,"Estonia","EST","JHU",1,0
2020-03-26,"Ethiopia","ETH","JHU",0,0
2020-03-26,"Fiji","FJI","JHU",0,0
2020-03-26,"Finland","FIN","JHU",5,2
2020-03-26,"France","FRA","JHU",1698,365
2020-03-26,"Gabon","GAB","JHU",1,0
2020-03-26,"Gambia","GMB","JHU",1,0
2020-03-26,"Georgia","GEO","JHU",0,0
2020-03-26,"Germany","DEU","JHU",267,61
2020-03-26,"Ghana","GHA","JHU",4,0
2020-03-26,"Greece","GRC","JHU",26,4
2020-03-26,"Grenada","GRD","JHU",0,0
2020-03-26,"Guatemala","GTM","JHU",1,0
2020-03-26,"Guinea","GIN","JHU",0,0
2020-03-26,"Guinea-Bissau","GNB","JHU",0,0
2020-03-26,"Guyana","GUY","JHU",1,0
2020-03-26,"Haiti","HTI","JHU",0,0
2020-03-26,"Honduras","HND","JHU",1,1
2020-03-26,"Hungary","HUN","JHU",10,0
2020-03-26,"Iceland","ISL","JHU",2,0
2020-03-26,"India","IND","JHU",20,8
2020-03-26,"Indonesia","IDN","JHU",78,20
2020-03-26,"Iran","IRN","JHU",2234,157
2020-03-26,"Iraq","IRQ","JHU",36,7
2020-03-26,"Ireland","IRL","JHU",19,10
2020-03-26,"Israel","ISR","JHU",8,3
2020-03-26,"Italy","ITA","JHU",8215,712
2020-03-26,"Jamaica","JAM","JHU",1,0
2020-03-26,"Japan","JPN","JHU",47,2
2020-03-26,"Jordan","JOR","JHU",0,0
2020-03-26,"Kazakhstan","KAZ","JHU",1,1
2020-03-26,"Kenya","KEN","JHU",1,1
2020-03-26,"Kosovo","KSV","JHU",1,1
2020-03-26,"Kuwait","KWT","JHU",0,0
2020-03-26,"Kyrgyzstan","KGZ","JHU",0,0
2020-03-26,"Laos","LAO","JHU",0,0
2020-03-26,"Latvia","LVA","JHU",0,0
2020-03-26,"Lebanon","LBN","JHU",6,0
2020-03-26,"Lesotho","LSO","JHU",0,0
2020-03-26,"Liberia","LBR","JHU",0,0
2020-03-26,"Libya","LBY","JHU",0,0
2020-03-26,"Liechtenstein","LIE","JHU",0,0
2020-03-26,"Lithuania","LTU","JHU",4,0
2020-03-26,"Luxembourg","LUX","JHU",9,1
2020-03-26,"Macedonia","MKD","JHU",3,0
2020-03-26,"Madagascar","MDG","JHU",0,0
2020-03-26,"Malawi","MWI","JHU",0,0
2020-03-26,"Malaysia","MYS","JHU",23,3
2020-03-26,"Maldives","MDV","JHU",0,0
2020-03-26,"Mali","MLI","JHU",0,0
2020-03-26,"Malta","MLT","JHU",0,0
2020-03-26,"Mauritania","MRT","JHU",0,0
2020-03-26,"Mauritius","MUS","JHU",2,0
2020-03-26,"Mexico","MEX","JHU",8,2
2020-03-26,"Moldova","MDA","JHU",1,0
2020-03-26,"Monaco","MCO","JHU",0,0
2020-03-26,"Mongolia","MNG","JHU",0,0
2020-03-26,"Montenegro","MNE","JHU",1,0
2020-03-26,"Morocco","MAR","JHU",11,5
2020-03-26,"Mozambique","MOZ","JHU",0,0
2020-03-26,"MS Zaandam","MS Zaandam","JHU",0,0
2020-03-26,"Myanmar (Burma)","MMR","JHU",0,0
2020-03-26,"Namibia","NAM","JHU",0,0
2020-03-26,"Nepal","NPL","JHU",0,0
2020-03-26,"Netherlands","NLD","JHU",435,78
2020-03-26,"New Zealand","NZL","JHU",0,0
2020-03-26,"Nicaragua","NIC","JHU",0,0
2020-03-26,"Niger","NER","JHU",1,0
2020-03-26,"Nigeria","NGA","JHU",1,0
2020-03-26,"Norway","NOR","JHU",14,0
2020-03-26,"Oman","OMN","JHU",0,0
2020-03-26,"Pakistan","PAK","JHU",9,1
2020-03-26,"Palestinian Territories","PSE","JHU",1,1
2020-03-26,"Panama","PAN","JHU",8,0
2020-03-26,"Papua New Guinea","PNG","JHU",0,0
2020-03-26,"Paraguay","PRY","JHU",3,0
2020-03-26,"Peru","PER","JHU",9,0
2020-03-26,"Philippines","PHL","JHU",45,7
2020-03-26,"Poland","POL","JHU",16,2
2020-03-26,"Portugal","PRT","JHU",60,17
2020-03-26,"Qatar","QAT","JHU",0,0
2020-03-26,"Romania","ROU","JHU",23,6
2020-03-26,"Russia","RUS","JHU",3,0
2020-03-26,"Rwanda","RWA","JHU",0,0
2020-03-26,"San Marino","SMR","JHU",21,0
2020-03-26,"São Tomé & Príncipe","STP","JHU",0,0
2020-03-26,"Saudi Arabia","SAU","JHU",3,1
2020-03-26,"Senegal","SEN","JHU",0,0
2020-03-26,"Serbia","SRB","JHU",1,-3
2020-03-26,"Seychelles","SYC","JHU",0,0
2020-03-26,"Sierra Leone","SLE","JHU",0,0
2020-03-26,"Singapore","SGP","JHU",2,0
2020-03-26,"Slovakia","SVK","JHU",0,0
2020-03-26,"Slovenia","SVN","JHU",6,1
2020-03-26,"Somalia","SOM","JHU",0,0
2020-03-26,"South Africa","ZAF","JHU",0,0
2020-03-26,"South Korea","KOR","JHU",131,5
2020-03-26,"South Sudan","SSD","JHU",0,0
2020-03-26,"Spain","ESP","JHU",4365,718
2020-03-26,"Sri Lanka","LKA","JHU",0,0
2020-03-26,"St. Kitts & Nevis","KNA","JHU",0,0
2020-03-26,"St. Lucia","LCA","JHU",0,0
2020-03-26,"St. Vincent & Grenadines","VCT","JHU",0,0
2020-03-26,"Sudan","SDN","JHU",1,0
2020-03-26,"Suriname","SUR","JHU",0,0
2020-03-26,"Swaziland","SWZ","JHU",0,0
2020-03-26,"Sweden","SWE","JHU",77,15
2020-03-26,"Switzerland","CHE","JHU",191,38
2020-03-26,"Syria","SYR","JHU",0,0
2020-03-26,"Taiwan","TWN","JHU",2,0
2020-03-26,"Tajikistan","TJK","JHU",0,0
2020-03-26,"Tanzania","TZA","JHU",0,0
2020-03-26,"Thailand","THA","JHU",4,0
2020-03-26,"Timor-Leste","TLS","JHU",0,0
2020-03-26,"Togo","TGO","JHU",0,0
2020-03-26,"Trinidad & Tobago","TTO","JHU",1,0
2020-03-26,"Tunisia","TUN","JHU",6,1
2020-03-26,"Turkey","TUR","JHU",75,16
2020-03-26,"Uganda","UGA","JHU",0,0
2020-03-26,"Ukraine","UKR","JHU",5,0
2020-03-26,"United Arab Emirates","ARE","JHU",2,0
2020-03-26,"United Kingdom","GBR","JHU",879,184
2020-03-26,"United States","USA","JHU",1726,410
2020-03-26,"Uruguay","URY","JHU",0,0
2020-03-26,"Uzbekistan","UZB","JHU",0,0
2020-03-26,"Vatican City","VAT","JHU",0,0
2020-03-26,"Venezuela","VEN","JHU",0,0
2020-03-26,"Vietnam","VNM","JHU",0,0
2020-03-26,"Western Sahara","ESH","JHU",0,0
2020-03-26,"Yemen","YEM","JHU",0,0
2020-03-26,"Zambia","ZMB","JHU",0,0
2020-03-26,"Zimbabwe","ZWE","JHU",1,0
2020-03-27,"Afghanistan","AFG","JHU",4,0
2020-03-27,"Albania","ALB","JHU",8,2
2020-03-27,"Algeria","DZA","JHU",26,1
2020-03-27,"Andorra","AND","JHU",3,0
2020-03-27,"Angola","AGO","JHU",0,0
2020-03-27,"Antigua & Barbuda","ATG","JHU",0,0
2020-03-27,"Argentina","ARG","JHU",13,4
2020-03-27,"Armenia","ARM","JHU",1,0
2020-03-27,"Australia","AUS","JHU",13,0
2020-03-27,"Austria","AUT","JHU",58,9
2020-03-27,"Azerbaijan","AZE","JHU",3,0
2020-03-27,"Bahamas","BHS","JHU",0,0
2020-03-27,"Bahrain","BHR","JHU",4,0
2020-03-27,"Bangladesh","BGD","JHU",5,0
2020-03-27,"Barbados","BRB","JHU",0,0
2020-03-27,"Belarus","BLR","JHU",0,0
2020-03-27,"Belgium","BEL","JHU",289,69
2020-03-27,"Belize","BLZ","JHU",0,0
2020-03-27,"Benin","BEN","JHU",0,0
2020-03-27,"Bhutan","BTN","JHU",0,0
2020-03-27,"Bolivia","BOL","JHU",0,0
2020-03-27,"Bosnia & Herzegovina","BIH","JHU",4,1
2020-03-27,"Botswana","BWA","JHU",0,0
2020-03-27,"Brazil","BRA","JHU",92,15
2020-03-27,"Brunei","BRN","JHU",0,0
2020-03-27,"Bulgaria","BGR","JHU",3,0
2020-03-27,"Burkina Faso","BFA","JHU",9,2
2020-03-27,"Burundi","BDI","JHU",0,0
2020-03-27,"Cambodia","KHM","JHU",0,0
2020-03-27,"Cameroon","CMR","JHU",2,1
2020-03-27,"Canada","CAN","JHU",54,16
2020-03-27,"Cape Verde","CPV","JHU",1,0
2020-03-27,"Central African Republic","CAF","JHU",0,0
2020-03-27,"Chad","TCD","JHU",0,0
2020-03-27,"Chile","CHL","JHU",5,1
2020-03-27,"China","CHN","JHU",3296,5
2020-03-27,"Colombia","COL","JHU",6,0
2020-03-27,"Comoros","COM","JHU",0,0
2020-03-27,"Congo - Brazzaville","COG","JHU",0,0
2020-03-27,"Congo - Kinshasa","COD","JHU",3,0
2020-03-27,"Costa Rica","CRI","JHU",2,0
2020-03-27,"Côte d’Ivoire","CIV","JHU",0,0
2020-03-27,"Croatia","HRV","JHU",3,0
2020-03-27,"Cuba","CUB","JHU",2,0
2020-03-27,"Cyprus","CYP","JHU",5,2
2020-03-27,"Czechia","CZE","JHU",9,0
2020-03-27,"Denmark","DNK","JHU",52,11
2020-03-27,"Diamond Princess","Diamond Princess","JHU",10,0
2020-03-27,"Djibouti","DJI","JHU",0,0
2020-03-27,"Dominica","DMA","JHU",0,0
2020-03-27,"Dominican Republic","DOM","JHU",20,10
2020-03-27,"Ecuador","ECU","JHU",36,2
2020-03-27,"Egypt","EGY","JHU",30,6
2020-03-27,"El Salvador","SLV","JHU",0,0
2020-03-27,"Equatorial Guinea","GNQ","JHU",0,0
2020-03-27,"Eritrea","ERI","JHU",0,0
2020-03-27,"Estonia","EST","JHU",1,0
2020-03-27,"Ethiopia","ETH","JHU",0,0
2020-03-27,"Fiji","FJI","JHU",0,0
2020-03-27,"Finland","FIN","JHU",7,2
2020-03-27,"France","FRA","JHU",1997,299
2020-03-27,"Gabon","GAB","JHU",1,0
2020-03-27,"Gambia","GMB","JHU",1,0
2020-03-27,"Georgia","GEO","JHU",0,0
2020-03-27,"Germany","DEU","JHU",342,75
2020-03-27,"Ghana","GHA","JHU",4,0
2020-03-27,"Greece","GRC","JHU",28,2
2020-03-27,"Grenada","GRD","JHU",0,0
2020-03-27,"Guatemala","GTM","JHU",1,0
2020-03-27,"Guinea","GIN","JHU",0,0
2020-03-27,"Guinea-Bissau","GNB","JHU",0,0
2020-03-27,"Guyana","GUY","JHU",1,0
2020-03-27,"Haiti","HTI","JHU",0,0
2020-03-27,"Honduras","HND","JHU",1,0
2020-03-27,"Hungary","HUN","JHU",10,0
2020-03-27,"Iceland","ISL","JHU",2,0
2020-03-27,"India","IND","JHU",20,0
2020-03-27,"Indonesia","IDN","JHU",87,9
2020-03-27,"Iran","IRN","JHU",2378,144
2020-03-27,"Iraq","IRQ","JHU",40,4
2020-03-27,"Ireland","IRL","JHU",22,3
2020-03-27,"Israel","ISR","JHU",12,4
2020-03-27,"Italy","ITA","JHU",9134,919
2020-03-27,"Jamaica","JAM","JHU",1,0
2020-03-27,"Japan","JPN","JHU",49,2
2020-03-27,"Jordan","JOR","JHU",1,1
2020-03-27,"Kazakhstan","KAZ","JHU",1,0
2020-03-27,"Kenya","KEN","JHU",1,0
2020-03-27,"Kosovo","KSV","JHU",1,0
2020-03-27,"Kuwait","KWT","JHU",0,0
2020-03-27,"Kyrgyzstan","KGZ","JHU",0,0
2020-03-27,"Laos","LAO","JHU",0,0
2020-03-27,"Latvia","LVA","JHU",0,0
2020-03-27,"Lebanon","LBN","JHU",8,2
2020-03-27,"Lesotho","LSO","JHU",0,0
2020-03-27,"Liberia","LBR","JHU",0,0
2020-03-27,"Libya","LBY","JHU",0,0
2020-03-27,"Liechtenstein","LIE","JHU",0,0
2020-03-27,"Lithuania","LTU","JHU",5,1
2020-03-27,"Luxembourg","LUX","JHU",15,6
2020-03-27,"Macedonia","MKD","JHU",3,0
2020-03-27,"Madagascar","MDG","JHU",0,0
2020-03-27,"Malawi","MWI","JHU",0,0
2020-03-27,"Malaysia","MYS","JHU",26,3
2020-03-27,"Maldives","MDV","JHU",0,0
2020-03-27,"Mali","MLI","JHU",0,0
2020-03-27,"Malta","MLT","JHU",0,0
2020-03-27,"Mauritania","MRT","JHU",0,0
2020-03-27,"Mauritius","MUS","JHU",2,0
2020-03-27,"Mexico","MEX","JHU",12,4
2020-03-27,"Moldova","MDA","JHU",2,1
2020-03-27,"Monaco","MCO","JHU",0,0
2020-03-27,"Mongolia","MNG","JHU",0,0
2020-03-27,"Montenegro","MNE","JHU",1,0
2020-03-27,"Morocco","MAR","JHU",23,12
2020-03-27,"Mozambique","MOZ","JHU",0,0
2020-03-27,"MS Zaandam","MS Zaandam","JHU",0,0
2020-03-27,"Myanmar (Burma)","MMR","JHU",0,0
2020-03-27,"Namibia","NAM","JHU",0,0
2020-03-27,"Nepal","NPL","JHU",0,0
2020-03-27,"Netherlands","NLD","JHU",547,112
2020-03-27,"New Zealand","NZL","JHU",0,0
2020-03-27,"Nicaragua","NIC","JHU",1,1
2020-03-27,"Niger","NER","JHU",1,0
2020-03-27,"Nigeria","NGA","JHU",1,0
2020-03-27,"Norway","NOR","JHU",19,5
2020-03-27,"Oman","OMN","JHU",0,0
2020-03-27,"Pakistan","PAK","JHU",11,2
2020-03-27,"Palestinian Territories","PSE","JHU",1,0
2020-03-27,"Panama","PAN","JHU",9,1
2020-03-27,"Papua New Guinea","PNG","JHU",0,0
2020-03-27,"Paraguay","PRY","JHU",3,0
2020-03-27,"Peru","PER","JHU",11,2
2020-03-27,"Philippines","PHL","JHU",54,9
2020-03-27,"Poland","POL","JHU",16,0
2020-03-27,"Portugal","PRT","JHU",76,16
2020-03-27,"Qatar","QAT","JHU",0,0
2020-03-27,"Romania","ROU","JHU",26,3
2020-03-27,"Russia","RUS","JHU",4,1
2020-03-27,"Rwanda","RWA","JHU",0,0
2020-03-27,"San Marino","SMR","JHU",21,0
2020-03-27,"São Tomé & Príncipe","STP","JHU",0,0
2020-03-27,"Saudi Arabia","SAU","JHU",3,0
2020-03-27,"Senegal","SEN","JHU",0,0
2020-03-27,"Serbia","SRB","JHU",1,0
2020-03-27,"Seychelles","SYC","JHU",0,0
2020-03-27,"Sierra Leone","SLE","JHU",0,0
2020-03-27,"Singapore","SGP","JHU",2,0
2020-03-27,"Slovakia","SVK","JHU",0,0
2020-03-27,"Slovenia","SVN","JHU",9,3
2020-03-27,"Somalia","SOM","JHU",0,0
2020-03-27,"South Africa","ZAF","JHU",1,1
2020-03-27,"South Korea","KOR","JHU",139,8
2020-03-27,"South Sudan","SSD","JHU",0,0
2020-03-27,"Spain","ESP","JHU",5138,773
2020-03-27,"Sri Lanka","LKA","JHU",0,0
2020-03-27,"St. Kitts & Nevis","KNA","JHU",0,0
2020-03-27,"St. Lucia","LCA","JHU",0,0
2020-03-27,"St. Vincent & Grenadines","VCT","JHU",0,0
2020-03-27,"Sudan","SDN","JHU",1,0
2020-03-27,"Suriname","SUR","JHU",0,0
2020-03-27,"Swaziland","SWZ","JHU",0,0
2020-03-27,"Sweden","SWE","JHU",105,28
2020-03-27,"Switzerland","CHE","JHU",231,40
2020-03-27,"Syria","SYR","JHU",0,0
2020-03-27,"Taiwan","TWN","JHU",2,0
2020-03-27,"Tajikistan","TJK","JHU",0,0
2020-03-27,"Tanzania","TZA","JHU",0,0
2020-03-27,"Thailand","THA","JHU",5,1
2020-03-27,"Timor-Leste","TLS","JHU",0,0
2020-03-27,"Togo","TGO","JHU",1,1
2020-03-27,"Trinidad & Tobago","TTO","JHU",2,1
2020-03-27,"Tunisia","TUN","JHU",6,0
2020-03-27,"Turkey","TUR","JHU",92,17
2020-03-27,"Uganda","UGA","JHU",0,0
2020-03-27,"Ukraine","UKR","JHU",5,0
2020-03-27,"United Arab Emirates","ARE","JHU",2,0
2020-03-27,"United Kingdom","GBR","JHU",1163,284
2020-03-27,"United States","USA","JHU",2265,539
2020-03-27,"Uruguay","URY","JHU",0,0
2020-03-27,"Uzbekistan","UZB","JHU",1,1
2020-03-27,"Vatican City","VAT","JHU",0,0
2020-03-27,"Venezuela","VEN","JHU",1,1
2020-03-27,"Vietnam","VNM","JHU",0,0
2020-03-27,"Western Sahara","ESH","JHU",0,0
2020-03-27,"Yemen","YEM","JHU",0,0
2020-03-27,"Zambia","ZMB","JHU",0,0
2020-03-27,"Zimbabwe","ZWE","JHU",1,0
2020-03-28,"Afghanistan","AFG","JHU",4,0
2020-03-28,"Albania","ALB","JHU",10,2
2020-03-28,"Algeria","DZA","JHU",29,3
2020-03-28,"Andorra","AND","JHU",3,0
2020-03-28,"Angola","AGO","JHU",0,0
2020-03-28,"Antigua & Barbuda","ATG","JHU",0,0
2020-03-28,"Argentina","ARG","JHU",18,5
2020-03-28,"Armenia","ARM","JHU",1,0
2020-03-28,"Australia","AUS","JHU",14,1
2020-03-28,"Austria","AUT","JHU",68,10
2020-03-28,"Azerbaijan","AZE","JHU",4,1
2020-03-28,"Bahamas","BHS","JHU",0,0
2020-03-28,"Bahrain","BHR","JHU",4,0
2020-03-28,"Bangladesh","BGD","JHU",5,0
2020-03-28,"Barbados","BRB","JHU",0,0
2020-03-28,"Belarus","BLR","JHU",0,0
2020-03-28,"Belgium","BEL","JHU",353,64
2020-03-28,"Belize","BLZ","JHU",0,0
2020-03-28,"Benin","BEN","JHU",0,0
2020-03-28,"Bhutan","BTN","JHU",0,0
2020-03-28,"Bolivia","BOL","JHU",0,0
2020-03-28,"Bosnia & Herzegovina","BIH","JHU",5,1
2020-03-28,"Botswana","BWA","JHU",0,0
2020-03-28,"Brazil","BRA","JHU",111,19
2020-03-28,"Brunei","BRN","JHU",1,1
2020-03-28,"Bulgaria","BGR","JHU",7,4
2020-03-28,"Burkina Faso","BFA","JHU",11,2
2020-03-28,"Burundi","BDI","JHU",0,0
2020-03-28,"Cambodia","KHM","JHU",0,0
2020-03-28,"Cameroon","CMR","JHU",2,0
2020-03-28,"Canada","CAN","JHU",61,7
2020-03-28,"Cape Verde","CPV","JHU",1,0
2020-03-28,"Central African Republic","CAF","JHU",0,0
2020-03-28,"Chad","TCD","JHU",0,0
2020-03-28,"Chile","CHL","JHU",6,1
2020-03-28,"China","CHN","JHU",3299,3
2020-03-28,"Colombia","COL","JHU",6,0
2020-03-28,"Comoros","COM","JHU",0,0
2020-03-28,"Congo - Brazzaville","COG","JHU",0,0
2020-03-28,"Congo - Kinshasa","COD","JHU",6,3
2020-03-28,"Costa Rica","CRI","JHU",2,0
2020-03-28,"Côte d’Ivoire","CIV","JHU",0,0
2020-03-28,"Croatia","HRV","JHU",5,2
2020-03-28,"Cuba","CUB","JHU",3,1
2020-03-28,"Cyprus","CYP","JHU",5,0
2020-03-28,"Czechia","CZE","JHU",11,2
2020-03-28,"Denmark","DNK","JHU",65,13
2020-03-28,"Diamond Princess","Diamond Princess","JHU",10,0
2020-03-28,"Djibouti","DJI","JHU",0,0
2020-03-28,"Dominica","DMA","JHU",0,0
2020-03-28,"Dominican Republic","DOM","JHU",28,8
2020-03-28,"Ecuador","ECU","JHU",48,12
