"target_end_date","forecast_date","lookahead","model_name","location_long","location_short","expected_value","lb_95pi","ub_95pi","gt_source"
2020-03-25,2020-03-24,1,"IHME","New York","NY",83.973,76,92,"NYT"
2020-03-26,2020-03-24,2,"IHME","New York","NY",110.039,97,124,"NYT"
2020-03-27,2020-03-24,3,"IHME","New York","NY",141.179,121,164,"NYT"
2020-03-28,2020-03-24,4,"IHME","New York","NY",177.3,148,213,"NYT"
2020-03-29,2020-03-24,5,"IHME","New York","NY",217.919,176.95,271.025,"NYT"
2020-03-30,2020-03-24,6,"IHME","New York","NY",262.206,206.925,340,"NYT"
2020-03-31,2020-03-24,7,"IHME","New York","NY",308.742,236.95,414.025,"NYT"
2020-04-01,2020-03-24,8,"IHME","New York","NY",355.844,259.975,500.05,"NYT"
2020-04-02,2020-03-24,9,"IHME","New York","NY",401.518,288.925,590,"NYT"
2020-04-03,2020-03-24,10,"IHME","New York","NY",443.596,304.975,683.025,"NYT"
2020-04-04,2020-03-24,11,"IHME","New York","NY",479.984,315.775,789.15,"NYT"
2020-04-05,2020-03-24,12,"IHME","New York","NY",510.391,316.9,892.025,"NYT"
2020-04-06,2020-03-24,13,"IHME","New York","NY",532.278,309,996.2,"NYT"
2020-04-07,2020-03-24,14,"IHME","New York","NY",544.649,294,1092.025,"NYT"
2020-04-08,2020-03-24,15,"IHME","New York","NY",547.014,273,1180.25,"NYT"
2020-04-09,2020-03-24,16,"IHME","New York","NY",539.452,246,1244.075,"NYT"
2020-04-10,2020-03-24,17,"IHME","New York","NY",522.593,215.95,1290.4,"NYT"
2020-04-11,2020-03-24,18,"IHME","New York","NY",497.51,186.925,1344.075,"NYT"
2020-04-12,2020-03-24,19,"IHME","New York","NY",465.68,153.95,1351.4,"NYT"
2020-04-13,2020-03-24,20,"IHME","New York","NY",428.762,123.975,1357.1,"NYT"
2020-04-14,2020-03-24,21,"IHME","New York","NY",388.493,98.875,1305.7,"NYT"
2020-04-15,2020-03-24,22,"IHME","New York","NY",346.587,74,1267.625,"NYT"
2020-04-16,2020-03-24,23,"IHME","New York","NY",304.585,55.95,1216.15,"NYT"
2020-04-17,2020-03-24,24,"IHME","New York","NY",263.765,39.95,1150.2,"NYT"
2020-04-18,2020-03-24,25,"IHME","New York","NY",225.187,27.975,1040.25,"NYT"
2020-04-19,2020-03-24,26,"IHME","New York","NY",189.623,19,921.599999999999,"NYT"
2020-04-20,2020-03-24,27,"IHME","New York","NY",157.546,13,835.05,"NYT"
2020-04-21,2020-03-24,28,"IHME","New York","NY",129.199,8,732.125,"NYT"
2020-04-22,2020-03-24,29,"IHME","New York","NY",104.597,5,627.075,"NYT"
2020-04-23,2020-03-24,30,"IHME","New York","NY",83.607,3,528.549999999999,"NYT"
2020-04-24,2020-03-24,31,"IHME","New York","NY",66.036,2,461.175,"NYT"
2020-04-25,2020-03-24,32,"IHME","New York","NY",51.532,1,388.025,"NYT"
2020-04-26,2020-03-24,33,"IHME","New York","NY",39.722,1,319,"NYT"
2020-04-27,2020-03-24,34,"IHME","New York","NY",30.252,0,257.125,"NYT"
2020-04-28,2020-03-24,35,"IHME","New York","NY",22.795,0,205.15,"NYT"
2020-04-29,2020-03-24,36,"IHME","New York","NY",16.963,0,162,"NYT"
2020-04-30,2020-03-24,37,"IHME","New York","NY",12.453,0,122.025,"NYT"
2020-05-01,2020-03-24,38,"IHME","New York","NY",9.035,0,91,"NYT"
2020-05-02,2020-03-24,39,"IHME","New York","NY",6.481,0,66.025,"NYT"
2020-05-03,2020-03-24,40,"IHME","New York","NY",4.569,0,47.025,"NYT"
2020-05-04,2020-03-24,41,"IHME","New York","NY",3.205,0,33.025,"NYT"
2020-05-05,2020-03-24,42,"IHME","New York","NY",2.228,0,23.025,"NYT"
2020-05-06,2020-03-24,43,"IHME","New York","NY",1.517,0,16,"NYT"
2020-05-07,2020-03-24,44,"IHME","New York","NY",1.02,0,11,"NYT"
2020-05-08,2020-03-24,45,"IHME","New York","NY",0.679,0,7.02499999999998,"NYT"
2020-05-09,2020-03-24,46,"IHME","New York","NY",0.445,0,5,"NYT"
2020-05-10,2020-03-24,47,"IHME","New York","NY",0.291,0,3,"NYT"
2020-05-11,2020-03-24,48,"IHME","New York","NY",0.188,0,2,"NYT"
2020-05-12,2020-03-24,49,"IHME","New York","NY",0.11,0,1,"NYT"
2020-05-13,2020-03-24,50,"IHME","New York","NY",0.071,0,1,"NYT"
2020-05-14,2020-03-24,51,"IHME","New York","NY",0.037,0,0.0249999999999773,"NYT"
2020-05-15,2020-03-24,52,"IHME","New York","NY",0.025,0,0,"NYT"
2020-05-16,2020-03-24,53,"IHME","New York","NY",0.014,0,0,"NYT"
2020-05-17,2020-03-24,54,"IHME","New York","NY",0.005,0,0,"NYT"
2020-05-18,2020-03-24,55,"IHME","New York","NY",0.001,0,0,"NYT"
2020-05-19,2020-03-24,56,"IHME","New York","NY",0.001,0,0,"NYT"
2020-05-20,2020-03-24,57,"IHME","New York","NY",0,0,0,"NYT"
2020-05-21,2020-03-24,58,"IHME","New York","NY",0,0,0,"NYT"
2020-05-22,2020-03-24,59,"IHME","New York","NY",0,0,0,"NYT"
2020-05-23,2020-03-24,60,"IHME","New York","NY",0,0,0,"NYT"
2020-05-24,2020-03-24,61,"IHME","New York","NY",0,0,0,"NYT"
2020-05-25,2020-03-24,62,"IHME","New York","NY",0,0,0,"NYT"
2020-05-26,2020-03-24,63,"IHME","New York","NY",0,0,0,"NYT"
2020-05-27,2020-03-24,64,"IHME","New York","NY",0,0,0,"NYT"
2020-05-28,2020-03-24,65,"IHME","New York","NY",0,0,0,"NYT"
2020-05-29,2020-03-24,66,"IHME","New York","NY",0,0,0,"NYT"
2020-05-30,2020-03-24,67,"IHME","New York","NY",0,0,0,"NYT"
2020-05-31,2020-03-24,68,"IHME","New York","NY",0,0,0,"NYT"
2020-06-01,2020-03-24,69,"IHME","New York","NY",0,0,0,"NYT"
2020-06-02,2020-03-24,70,"IHME","New York","NY",0,0,0,"NYT"
2020-06-03,2020-03-24,71,"IHME","New York","NY",0,0,0,"NYT"
2020-06-04,2020-03-24,72,"IHME","New York","NY",0,0,0,"NYT"
2020-06-05,2020-03-24,73,"IHME","New York","NY",0,0,0,"NYT"
2020-06-06,2020-03-24,74,"IHME","New York","NY",0,0,0,"NYT"
2020-06-07,2020-03-24,75,"IHME","New York","NY",0,0,0,"NYT"
2020-06-08,2020-03-24,76,"IHME","New York","NY",0,0,0,"NYT"
2020-06-09,2020-03-24,77,"IHME","New York","NY",0,0,0,"NYT"
2020-06-10,2020-03-24,78,"IHME","New York","NY",0,0,0,"NYT"
2020-06-11,2020-03-24,79,"IHME","New York","NY",0,0,0,"NYT"
2020-06-12,2020-03-24,80,"IHME","New York","NY",0,0,0,"NYT"
2020-06-13,2020-03-24,81,"IHME","New York","NY",0,0,0,"NYT"
2020-06-14,2020-03-24,82,"IHME","New York","NY",0,0,0,"NYT"
2020-06-15,2020-03-24,83,"IHME","New York","NY",0,0,0,"NYT"
2020-06-16,2020-03-24,84,"IHME","New York","NY",0,0,0,"NYT"
2020-06-17,2020-03-24,85,"IHME","New York","NY",0,0,0,"NYT"
2020-06-18,2020-03-24,86,"IHME","New York","NY",0,0,0,"NYT"
2020-06-19,2020-03-24,87,"IHME","New York","NY",0,0,0,"NYT"
2020-06-20,2020-03-24,88,"IHME","New York","NY",0,0,0,"NYT"
2020-06-21,2020-03-24,89,"IHME","New York","NY",0,0,0,"NYT"
2020-06-22,2020-03-24,90,"IHME","New York","NY",0,0,0,"NYT"
2020-06-23,2020-03-24,91,"IHME","New York","NY",0,0,0,"NYT"
2020-06-24,2020-03-24,92,"IHME","New York","NY",0,0,0,"NYT"
2020-06-25,2020-03-24,93,"IHME","New York","NY",0,0,0,"NYT"
2020-06-26,2020-03-24,94,"IHME","New York","NY",0,0,0,"NYT"
2020-06-27,2020-03-24,95,"IHME","New York","NY",0,0,0,"NYT"
2020-06-28,2020-03-24,96,"IHME","New York","NY",0,0,0,"NYT"
2020-06-29,2020-03-24,97,"IHME","New York","NY",0,0,0,"NYT"
2020-06-30,2020-03-24,98,"IHME","New York","NY",0,0,0,"NYT"
2020-07-01,2020-03-24,99,"IHME","New York","NY",0,0,0,"NYT"
2020-07-02,2020-03-24,100,"IHME","New York","NY",0,0,0,"NYT"
2020-07-03,2020-03-24,101,"IHME","New York","NY",0,0,0,"NYT"
2020-07-04,2020-03-24,102,"IHME","New York","NY",0,0,0,"NYT"
2020-07-05,2020-03-24,103,"IHME","New York","NY",0,0,0,"NYT"
2020-07-06,2020-03-24,104,"IHME","New York","NY",0,0,0,"NYT"
2020-07-07,2020-03-24,105,"IHME","New York","NY",0,0,0,"NYT"
2020-07-08,2020-03-24,106,"IHME","New York","NY",0,0,0,"NYT"
2020-07-09,2020-03-24,107,"IHME","New York","NY",0,0,0,"NYT"
2020-07-10,2020-03-24,108,"IHME","New York","NY",0,0,0,"NYT"
2020-07-11,2020-03-24,109,"IHME","New York","NY",0,0,0,"NYT"
2020-07-12,2020-03-24,110,"IHME","New York","NY",0,0,0,"NYT"
2020-07-13,2020-03-24,111,"IHME","New York","NY",0,0,0,"NYT"
2020-07-14,2020-03-24,112,"IHME","New York","NY",0,0,0,"NYT"
2020-07-15,2020-03-24,113,"IHME","New York","NY",0,0,0,"NYT"
2020-07-16,2020-03-24,114,"IHME","New York","NY",0,0,0,"NYT"
2020-07-17,2020-03-24,115,"IHME","New York","NY",0,0,0,"NYT"
2020-07-18,2020-03-24,116,"IHME","New York","NY",0,0,0,"NYT"
2020-07-19,2020-03-24,117,"IHME","New York","NY",0,0,0,"NYT"
2020-07-20,2020-03-24,118,"IHME","New York","NY",0,0,0,"NYT"
2020-07-21,2020-03-24,119,"IHME","New York","NY",0,0,0,"NYT"
2020-07-22,2020-03-24,120,"IHME","New York","NY",0,0,0,"NYT"
2020-07-23,2020-03-24,121,"IHME","New York","NY",0,0,0,"NYT"
2020-07-24,2020-03-24,122,"IHME","New York","NY",0,0,0,"NYT"
2020-07-25,2020-03-24,123,"IHME","New York","NY",0,0,0,"NYT"
2020-07-26,2020-03-24,124,"IHME","New York","NY",0,0,0,"NYT"
2020-07-27,2020-03-24,125,"IHME","New York","NY",0,0,0,"NYT"
2020-07-28,2020-03-24,126,"IHME","New York","NY",0,0,0,"NYT"
2020-07-29,2020-03-24,127,"IHME","New York","NY",0,0,0,"NYT"
2020-07-30,2020-03-24,128,"IHME","New York","NY",0,0,0,"NYT"
2020-07-31,2020-03-24,129,"IHME","New York","NY",0,0,0,"NYT"
2020-08-01,2020-03-24,130,"IHME","New York","NY",0,0,0,"NYT"
2020-08-02,2020-03-24,131,"IHME","New York","NY",0,0,0,"NYT"
2020-08-03,2020-03-24,132,"IHME","New York","NY",0,0,0,"NYT"
2020-08-04,2020-03-24,133,"IHME","New York","NY",0,0,0,"NYT"
2020-03-30,2020-03-29,1,"IHME","New York","NY",277.237,254,302.025,"NYT"
2020-03-31,2020-03-29,2,"IHME","New York","NY",332.278,295,372,"NYT"
2020-04-01,2020-03-29,3,"IHME","New York","NY",391.115,335,450,"NYT"
2020-04-02,2020-03-29,4,"IHME","New York","NY",452.206,371,535,"NYT"
2020-04-03,2020-03-29,5,"IHME","New York","NY",513.734,400,628,"NYT"
2020-04-04,2020-03-29,6,"IHME","New York","NY",573.636,421.975,724,"NYT"
2020-04-05,2020-03-29,7,"IHME","New York","NY",631.822,441.95,817.025,"NYT"
2020-04-06,2020-03-29,8,"IHME","New York","NY",684.346,451.95,907.025,"NYT"
2020-04-07,2020-03-29,9,"IHME","New York","NY",729.02,452,990,"NYT"
2020-04-08,2020-03-29,10,"IHME","New York","NY",763.789,444,1060.025,"NYT"
2020-04-09,2020-03-29,11,"IHME","New York","NY",787.068,428,1116.025,"NYT"
2020-04-10,2020-03-29,12,"IHME","New York","NY",797.708,404.975,1154.05,"NYT"
2020-04-11,2020-03-29,13,"IHME","New York","NY",795.229,374.975,1173.05,"NYT"
2020-04-12,2020-03-29,14,"IHME","New York","NY",779.782,340.975,1171.075,"NYT"
2020-04-13,2020-03-29,15,"IHME","New York","NY",752.15,303,1150.05,"NYT"
2020-04-14,2020-03-29,16,"IHME","New York","NY",713.645,264.975,1109.05,"NYT"
2020-04-15,2020-03-29,17,"IHME","New York","NY",666.057,225.975,1051.025,"NYT"
2020-04-16,2020-03-29,18,"IHME","New York","NY",611.512,189,979,"NYT"
2020-04-17,2020-03-29,19,"IHME","New York","NY",552.276,155,895,"NYT"
2020-04-18,2020-03-29,20,"IHME","New York","NY",490.651,124.975,805,"NYT"
2020-04-19,2020-03-29,21,"IHME","New York","NY",428.815,98,711,"NYT"
2020-04-20,2020-03-29,22,"IHME","New York","NY",368.657,76,617,"NYT"
2020-04-21,2020-03-29,23,"IHME","New York","NY",311.785,57,527,"NYT"
2020-04-22,2020-03-29,24,"IHME","New York","NY",259.381,42.975,441,"NYT"
2020-04-23,2020-03-29,25,"IHME","New York","NY",212.27,31,363,"NYT"
2020-04-24,2020-03-29,26,"IHME","New York","NY",170.869,22,294,"NYT"
2020-04-25,2020-03-29,27,"IHME","New York","NY",135.3,15,234,"NYT"
2020-04-26,2020-03-29,28,"IHME","New York","NY",105.389,10.975,183,"NYT"
2020-04-27,2020-03-29,29,"IHME","New York","NY",80.744,7,142,"NYT"
2020-04-28,2020-03-29,30,"IHME","New York","NY",60.86,5,108,"NYT"
2020-04-29,2020-03-29,31,"IHME","New York","NY",45.095,3,81,"NYT"
2020-04-30,2020-03-29,32,"IHME","New York","NY",32.872,2,60,"NYT"
2020-05-01,2020-03-29,33,"IHME","New York","NY",23.601,1,44,"NYT"
2020-05-02,2020-03-29,34,"IHME","New York","NY",16.659,1,31,"NYT"
2020-05-03,2020-03-29,35,"IHME","New York","NY",11.546,0,22,"NYT"
2020-05-04,2020-03-29,36,"IHME","New York","NY",7.858,0,15,"NYT"
2020-05-05,2020-03-29,37,"IHME","New York","NY",5.282,0,10,"NYT"
2020-05-06,2020-03-29,38,"IHME","New York","NY",3.439,0,7,"NYT"
2020-05-07,2020-03-29,39,"IHME","New York","NY",2.203,0,5,"NYT"
2020-05-08,2020-03-29,40,"IHME","New York","NY",1.422,0,3,"NYT"
2020-05-09,2020-03-29,41,"IHME","New York","NY",0.964,0,2,"NYT"
2020-05-10,2020-03-29,42,"IHME","New York","NY",0.507,0,1,"NYT"
2020-05-11,2020-03-29,43,"IHME","New York","NY",0.498,0,1,"NYT"
2020-05-12,2020-03-29,44,"IHME","New York","NY",0.005,0,0,"NYT"
2020-05-13,2020-03-29,45,"IHME","New York","NY",0,0,0,"NYT"
2020-05-14,2020-03-29,46,"IHME","New York","NY",0,0,0,"NYT"
2020-05-15,2020-03-29,47,"IHME","New York","NY",0,0,0,"NYT"
2020-05-16,2020-03-29,48,"IHME","New York","NY",0,0,0,"NYT"
2020-05-17,2020-03-29,49,"IHME","New York","NY",0,0,0,"NYT"
2020-05-18,2020-03-29,50,"IHME","New York","NY",0,0,0,"NYT"
2020-05-19,2020-03-29,51,"IHME","New York","NY",0,0,0,"NYT"
2020-05-20,2020-03-29,52,"IHME","New York","NY",0,0,0,"NYT"
2020-05-21,2020-03-29,53,"IHME","New York","NY",0,0,0,"NYT"
2020-05-22,2020-03-29,54,"IHME","New York","NY",0,0,0,"NYT"
2020-05-23,2020-03-29,55,"IHME","New York","NY",0,0,0,"NYT"
2020-05-24,2020-03-29,56,"IHME","New York","NY",0,0,0,"NYT"
2020-05-25,2020-03-29,57,"IHME","New York","NY",0,0,0,"NYT"
2020-05-26,2020-03-29,58,"IHME","New York","NY",0,0,0,"NYT"
2020-05-27,2020-03-29,59,"IHME","New York","NY",0,0,0,"NYT"
2020-05-28,2020-03-29,60,"IHME","New York","NY",0,0,0,"NYT"
2020-05-29,2020-03-29,61,"IHME","New York","NY",0,0,0,"NYT"
2020-05-30,2020-03-29,62,"IHME","New York","NY",0,0,0,"NYT"
2020-05-31,2020-03-29,63,"IHME","New York","NY",0,0,0,"NYT"
2020-06-01,2020-03-29,64,"IHME","New York","NY",0,0,0,"NYT"
2020-06-02,2020-03-29,65,"IHME","New York","NY",0,0,0,"NYT"
2020-06-03,2020-03-29,66,"IHME","New York","NY",0,0,0,"NYT"
2020-06-04,2020-03-29,67,"IHME","New York","NY",0,0,0,"NYT"
2020-06-05,2020-03-29,68,"IHME","New York","NY",0,0,0,"NYT"
2020-06-06,2020-03-29,69,"IHME","New York","NY",0,0,0,"NYT"
2020-06-07,2020-03-29,70,"IHME","New York","NY",0,0,0,"NYT"
2020-06-08,2020-03-29,71,"IHME","New York","NY",0,0,0,"NYT"
2020-06-09,2020-03-29,72,"IHME","New York","NY",0,0,0,"NYT"
2020-06-10,2020-03-29,73,"IHME","New York","NY",0,0,0,"NYT"
2020-06-11,2020-03-29,74,"IHME","New York","NY",0,0,0,"NYT"
2020-06-12,2020-03-29,75,"IHME","New York","NY",0,0,0,"NYT"
2020-06-13,2020-03-29,76,"IHME","New York","NY",0,0,0,"NYT"
2020-06-14,2020-03-29,77,"IHME","New York","NY",0,0,0,"NYT"
2020-06-15,2020-03-29,78,"IHME","New York","NY",0,0,0,"NYT"
2020-06-16,2020-03-29,79,"IHME","New York","NY",0,0,0,"NYT"
2020-06-17,2020-03-29,80,"IHME","New York","NY",0,0,0,"NYT"
2020-06-18,2020-03-29,81,"IHME","New York","NY",0,0,0,"NYT"
2020-06-19,2020-03-29,82,"IHME","New York","NY",0,0,0,"NYT"
2020-06-20,2020-03-29,83,"IHME","New York","NY",0,0,0,"NYT"
2020-06-21,2020-03-29,84,"IHME","New York","NY",0,0,0,"NYT"
2020-06-22,2020-03-29,85,"IHME","New York","NY",0,0,0,"NYT"
2020-06-23,2020-03-29,86,"IHME","New York","NY",0,0,0,"NYT"
2020-06-24,2020-03-29,87,"IHME","New York","NY",0,0,0,"NYT"
2020-06-25,2020-03-29,88,"IHME","New York","NY",0,0,0,"NYT"
2020-06-26,2020-03-29,89,"IHME","New York","NY",0,0,0,"NYT"
2020-06-27,2020-03-29,90,"IHME","New York","NY",0,0,0,"NYT"
2020-06-28,2020-03-29,91,"IHME","New York","NY",0,0,0,"NYT"
2020-06-29,2020-03-29,92,"IHME","New York","NY",0,0,0,"NYT"
2020-06-30,2020-03-29,93,"IHME","New York","NY",0,0,0,"NYT"
2020-07-01,2020-03-29,94,"IHME","New York","NY",0,0,0,"NYT"
2020-07-02,2020-03-29,95,"IHME","New York","NY",0,0,0,"NYT"
2020-07-03,2020-03-29,96,"IHME","New York","NY",0,0,0,"NYT"
2020-07-04,2020-03-29,97,"IHME","New York","NY",0,0,0,"NYT"
2020-07-05,2020-03-29,98,"IHME","New York","NY",0,0,0,"NYT"
2020-07-06,2020-03-29,99,"IHME","New York","NY",0,0,0,"NYT"
2020-07-07,2020-03-29,100,"IHME","New York","NY",0,0,0,"NYT"
2020-07-08,2020-03-29,101,"IHME","New York","NY",0,0,0,"NYT"
2020-07-09,2020-03-29,102,"IHME","New York","NY",0,0,0,"NYT"
2020-07-10,2020-03-29,103,"IHME","New York","NY",0,0,0,"NYT"
2020-07-11,2020-03-29,104,"IHME","New York","NY",0,0,0,"NYT"
2020-07-12,2020-03-29,105,"IHME","New York","NY",0,0,0,"NYT"
2020-07-13,2020-03-29,106,"IHME","New York","NY",0,0,0,"NYT"
2020-07-14,2020-03-29,107,"IHME","New York","NY",0,0,0,"NYT"
2020-07-15,2020-03-29,108,"IHME","New York","NY",0,0,0,"NYT"
2020-07-16,2020-03-29,109,"IHME","New York","NY",0,0,0,"NYT"
2020-07-17,2020-03-29,110,"IHME","New York","NY",0,0,0,"NYT"
2020-07-18,2020-03-29,111,"IHME","New York","NY",0,0,0,"NYT"
2020-07-19,2020-03-29,112,"IHME","New York","NY",0,0,0,"NYT"
2020-07-20,2020-03-29,113,"IHME","New York","NY",0,0,0,"NYT"
2020-07-21,2020-03-29,114,"IHME","New York","NY",0,0,0,"NYT"
2020-07-22,2020-03-29,115,"IHME","New York","NY",0,0,0,"NYT"
2020-07-23,2020-03-29,116,"IHME","New York","NY",0,0,0,"NYT"
2020-07-24,2020-03-29,117,"IHME","New York","NY",0,0,0,"NYT"
2020-07-25,2020-03-29,118,"IHME","New York","NY",0,0,0,"NYT"
2020-07-26,2020-03-29,119,"IHME","New York","NY",0,0,0,"NYT"
2020-07-27,2020-03-29,120,"IHME","New York","NY",0,0,0,"NYT"
2020-07-28,2020-03-29,121,"IHME","New York","NY",0,0,0,"NYT"
2020-07-29,2020-03-29,122,"IHME","New York","NY",0,0,0,"NYT"
2020-07-30,2020-03-29,123,"IHME","New York","NY",0,0,0,"NYT"
2020-07-31,2020-03-29,124,"IHME","New York","NY",0,0,0,"NYT"
2020-08-01,2020-03-29,125,"IHME","New York","NY",0,0,0,"NYT"
2020-08-02,2020-03-29,126,"IHME","New York","NY",0,0,0,"NYT"
2020-08-03,2020-03-29,127,"IHME","New York","NY",0,0,0,"NYT"
2020-08-04,2020-03-29,128,"IHME","New York","NY",0,0,0,"NYT"
2020-03-31,2020-03-30,1,"IHME","New York","NY",336.156,319,354,"NYT"
2020-04-01,2020-03-30,2,"IHME","New York","NY",398.907,371,428,"NYT"
2020-04-02,2020-03-30,3,"IHME","New York","NY",464.802,421,509,"NYT"
2020-04-03,2020-03-30,4,"IHME","New York","NY",531.838,466.975,596,"NYT"
2020-04-04,2020-03-30,5,"IHME","New York","NY",597.703,502.975,687,"NYT"
2020-04-05,2020-03-30,6,"IHME","New York","NY",659.501,531.975,775,"NYT"
2020-04-06,2020-03-30,7,"IHME","New York","NY",714.75,550,859.025,"NYT"
2020-04-07,2020-03-30,8,"IHME","New York","NY",760.982,555.975,936.025,"NYT"
2020-04-08,2020-03-30,9,"IHME","New York","NY",796.02,549,1002.025,"NYT"
2020-04-09,2020-03-30,10,"IHME","New York","NY",818.201,530.975,1054.025,"NYT"
2020-04-10,2020-03-30,11,"IHME","New York","NY",826.507,502.925,1090.05,"NYT"
2020-04-11,2020-03-30,12,"IHME","New York","NY",820.603,465.925,1109.025,"NYT"
2020-04-12,2020-03-30,13,"IHME","New York","NY",800.935,420,1107.025,"NYT"
2020-04-13,2020-03-30,14,"IHME","New York","NY",768.565,370.975,1085.05,"NYT"
2020-04-14,2020-03-30,15,"IHME","New York","NY",725.213,321.975,1047.025,"NYT"
2020-04-15,2020-03-30,16,"IHME","New York","NY",672.953,274,991,"NYT"
2020-04-16,2020-03-30,17,"IHME","New York","NY",614.196,227,922.025,"NYT"
2020-04-17,2020-03-30,18,"IHME","New York","NY",551.419,182.975,845,"NYT"
2020-04-18,2020-03-30,19,"IHME","New York","NY",487.022,143,761.025,"NYT"
2020-04-19,2020-03-30,20,"IHME","New York","NY",423.23,110,673,"NYT"
2020-04-20,2020-03-30,21,"IHME","New York","NY",361.862,83,585.025,"NYT"
2020-04-21,2020-03-30,22,"IHME","New York","NY",304.477,61,500,"NYT"
2020-04-22,2020-03-30,23,"IHME","New York","NY",252.094,44,419.025,"NYT"
2020-04-23,2020-03-30,24,"IHME","New York","NY",205.412,31,346.025,"NYT"
2020-04-24,2020-03-30,25,"IHME","New York","NY",164.742,21,282,"NYT"
2020-04-25,2020-03-30,26,"IHME","New York","NY",130.025,14,225,"NYT"
2020-04-26,2020-03-30,27,"IHME","New York","NY",101.004,9,177,"NYT"
2020-04-27,2020-03-30,28,"IHME","New York","NY",77.222,6,137.025,"NYT"
2020-04-28,2020-03-30,29,"IHME","New York","NY",58.1,4,105,"NYT"
2020-04-29,2020-03-30,30,"IHME","New York","NY",43.029,2,79,"NYT"
2020-04-30,2020-03-30,31,"IHME","New York","NY",31.381,1,59,"NYT"
2020-05-01,2020-03-30,32,"IHME","New York","NY",22.512,1,43,"NYT"
2020-05-02,2020-03-30,33,"IHME","New York","NY",15.883,0,31,"NYT"
2020-05-03,2020-03-30,34,"IHME","New York","NY",11.035,0,22,"NYT"
2020-05-04,2020-03-30,35,"IHME","New York","NY",7.539,0,15,"NYT"
2020-05-05,2020-03-30,36,"IHME","New York","NY",5.043,0,11,"NYT"
2020-05-06,2020-03-30,37,"IHME","New York","NY",3.296,0,7,"NYT"
2020-05-07,2020-03-30,38,"IHME","New York","NY",2.127,0,5,"NYT"
2020-05-08,2020-03-30,39,"IHME","New York","NY",1.401,0,3,"NYT"
2020-05-09,2020-03-30,40,"IHME","New York","NY",0.943,0,2,"NYT"
2020-05-10,2020-03-30,41,"IHME","New York","NY",0.502,0,1,"NYT"
2020-05-11,2020-03-30,42,"IHME","New York","NY",0.487,0,1,"NYT"
2020-05-12,2020-03-30,43,"IHME","New York","NY",0.013,0,0,"NYT"
2020-05-13,2020-03-30,44,"IHME","New York","NY",0,0,0,"NYT"
2020-05-14,2020-03-30,45,"IHME","New York","NY",0,0,0,"NYT"
2020-05-15,2020-03-30,46,"IHME","New York","NY",0,0,0,"NYT"
2020-05-16,2020-03-30,47,"IHME","New York","NY",0,0,0,"NYT"
2020-05-17,2020-03-30,48,"IHME","New York","NY",0,0,0,"NYT"
2020-05-18,2020-03-30,49,"IHME","New York","NY",0,0,0,"NYT"
2020-05-19,2020-03-30,50,"IHME","New York","NY",0,0,0,"NYT"
2020-05-20,2020-03-30,51,"IHME","New York","NY",0,0,0,"NYT"
2020-05-21,2020-03-30,52,"IHME","New York","NY",0,0,0,"NYT"
2020-05-22,2020-03-30,53,"IHME","New York","NY",0,0,0,"NYT"
2020-05-23,2020-03-30,54,"IHME","New York","NY",0,0,0,"NYT"
2020-05-24,2020-03-30,55,"IHME","New York","NY",0,0,0,"NYT"
2020-05-25,2020-03-30,56,"IHME","New York","NY",0,0,0,"NYT"
2020-05-26,2020-03-30,57,"IHME","New York","NY",0,0,0,"NYT"
2020-05-27,2020-03-30,58,"IHME","New York","NY",0,0,0,"NYT"
2020-05-28,2020-03-30,59,"IHME","New York","NY",0,0,0,"NYT"
2020-05-29,2020-03-30,60,"IHME","New York","NY",0,0,0,"NYT"
2020-05-30,2020-03-30,61,"IHME","New York","NY",0,0,0,"NYT"
2020-05-31,2020-03-30,62,"IHME","New York","NY",0,0,0,"NYT"
2020-06-01,2020-03-30,63,"IHME","New York","NY",0,0,0,"NYT"
2020-06-02,2020-03-30,64,"IHME","New York","NY",0,0,0,"NYT"
2020-06-03,2020-03-30,65,"IHME","New York","NY",0,0,0,"NYT"
2020-06-04,2020-03-30,66,"IHME","New York","NY",0,0,0,"NYT"
2020-06-05,2020-03-30,67,"IHME","New York","NY",0,0,0,"NYT"
2020-06-06,2020-03-30,68,"IHME","New York","NY",0,0,0,"NYT"
2020-06-07,2020-03-30,69,"IHME","New York","NY",0,0,0,"NYT"
2020-06-08,2020-03-30,70,"IHME","New York","NY",0,0,0,"NYT"
2020-06-09,2020-03-30,71,"IHME","New York","NY",0,0,0,"NYT"
2020-06-10,2020-03-30,72,"IHME","New York","NY",0,0,0,"NYT"
2020-06-11,2020-03-30,73,"IHME","New York","NY",0,0,0,"NYT"
2020-06-12,2020-03-30,74,"IHME","New York","NY",0,0,0,"NYT"
2020-06-13,2020-03-30,75,"IHME","New York","NY",0,0,0,"NYT"
2020-06-14,2020-03-30,76,"IHME","New York","NY",0,0,0,"NYT"
2020-06-15,2020-03-30,77,"IHME","New York","NY",0,0,0,"NYT"
2020-06-16,2020-03-30,78,"IHME","New York","NY",0,0,0,"NYT"
2020-06-17,2020-03-30,79,"IHME","New York","NY",0,0,0,"NYT"
2020-06-18,2020-03-30,80,"IHME","New York","NY",0,0,0,"NYT"
2020-06-19,2020-03-30,81,"IHME","New York","NY",0,0,0,"NYT"
2020-06-20,2020-03-30,82,"IHME","New York","NY",0,0,0,"NYT"
2020-06-21,2020-03-30,83,"IHME","New York","NY",0,0,0,"NYT"
